MonthlyIncome,Age,TotalWorkingYears,OverTime,MonthlyRate,DailyRate,EmployeeId,DistanceFromHome,HourlyRate,NumCompaniesWorked,Attrition
0.19842022116903638,0.4523809523809524,0.375,0,0.493394900622365,0.7437365783822476,2,0.35714285714285715,0.4428571428571429,0.5555555555555556,1.0
0.07646129541864141,0.7857142857142856,0.45,1,0.3307769524191929,0.874015748031496,3,0.10714285714285714,0.05714285714285716,1.0,1.0
0.6590837282780411,0.5714285714285714,0.5750000000000001,0,0.5127484440875326,0.3242662848962061,4,0.8928571428571428,0.6714285714285713,0.5555555555555556,0.0
0.3395471300684571,0.5238095238095237,0.15000000000000002,1,0.4488656896205582,0.7315676449534717,7,0.0,0.38571428571428573,0.2222222222222222,0.0
0.9926276987888362,0.8809523809523809,0.6000000000000001,1,0.7671150371411363,0.44595561918396565,8,0.03571428571428571,0.6857142857142857,0.5555555555555556,1.0
0.0602422327540811,0.42857142857142855,0.2,0,0.22521582011644245,0.3815318539727989,9,0.6071428571428571,0.6142857142857143,0.1111111111111111,0.0
0.5344918378093734,0.3333333333333333,0.25,0,0.6937964264203975,0.6556907659269864,10,0.07142857142857142,0.12857142857142861,0.3333333333333333,0.0
0.17098472880463403,0.16666666666666669,0.125,0,0.6448504316402329,0.3443092340730136,11,0.10714285714285714,0.8142857142857143,0.1111111111111111,0.0
0.10342285413375463,0.047619047619047616,0.025,0,0.43822525597269624,0.019327129563350032,12,0.10714285714285714,0.7714285714285714,0.1111111111111111,1.0
0.7889942074776198,0.5714285714285714,0.4,0,0.5543866693435053,0.5068002863278454,14,0.7857142857142857,0.2,0.2222222222222222,0.0
0.25518694049499735,0.3095238095238095,0.25,1,0.6133306564946798,0.36793128131710806,15,0.39285714285714285,0.1571428571428572,0.0,0.0
0.22748815165876776,0.4761904761904761,0.42500000000000004,1,0.5469985946597069,0.3371510379384395,16,0.17857142857142855,0.7,0.7777777777777777,0.0
0.1866245392311743,0.49999999999999994,0.5,0,0.7582413170046175,0.21904080171796705,17,0.03571428571428571,0.7142857142857142,0.1111111111111111,0.0
0.9687730384412848,0.857142857142857,0.6000000000000001,0,0.2575787994378639,0.5146743020758768,18,0.14285714285714285,0.7999999999999998,0.4444444444444444,0.0
0.9321748288572933,0.7380952380952379,0.5750000000000001,0,0.40273037542662116,0.712956335003579,20,0.10714285714285714,0.7857142857142856,0.2222222222222222,0.0
0.09036334913112165,0.14285714285714285,0.15000000000000002,1,0.7844207990363381,0.42161775232641374,21,0.7857142857142857,0.8428571428571427,0.1111111111111111,0.0
0.64391785150079,0.5238095238095237,0.55,0,0.7335876330054206,0.14316392269148173,22,0.17857142857142855,0.6428571428571428,0.7777777777777777,0.0
0.27493417588204316,0.5476190476190477,0.4,0,0.4551696446496687,0.11811023622047243,23,0.3214285714285714,0.3714285714285714,0.7777777777777777,0.0
0.2221695629278568,0.3333333333333333,0.325,1,0.9046376229672757,0.3478883321403007,24,0.25,0.49999999999999994,0.1111111111111111,0.0
0.06761453396524486,0.14285714285714285,0.15000000000000002,1,0.03718128889781168,0.5089477451682176,25,0.0,0.4428571428571429,0.2222222222222222,1.0
0.84855186940495,0.49999999999999994,0.525,1,0.611925316201566,0.22190408017179672,28,0.42857142857142855,0.9142857142857141,0.6666666666666666,0.0
0.06624539231174303,0.976190476190476,0.17500000000000002,0,0.9461152379040353,0.5125268432355046,29,0.17857142857142855,0.31428571428571433,0.8888888888888888,0.0
0.29368088467614534,0.42857142857142855,0.42500000000000004,1,0.10949608512346917,0.9470293486041518,31,0.4642857142857143,0.5428571428571429,0.0,0.0
0.13070036861506057,0.28571428571428564,0.25,0,0.3700060228869705,0.5375805297065139,32,0.2142857142857143,0.2714285714285714,0.1111111111111111,0.0
0.09662980516061087,0.4761904761904761,0.17500000000000002,0,0.15699658703071673,0.23693629205440228,33,0.0,0.10000000000000003,0.1111111111111111,0.0
0.10005265929436546,0.23809523809523808,0.125,0,0.5482031720538044,0.9978525411596276,34,0.0,0.8857142857142857,0.3333333333333333,1.0
0.08878357030015799,0.3095238095238095,0.07500000000000001,1,0.22698253362778556,0.0644237652111668,35,0.03571428571428571,0.02857142857142858,0.0,0.0
0.29720905739863085,0.42857142857142855,0.17500000000000002,0,0.5292913069664726,0.5318539727988546,36,0.0,0.21428571428571425,0.4444444444444444,0.0
0.2713533438651922,0.3333333333333333,0.225,1,0.3526601084119655,0.2326413743736578,37,0.0,0.04285714285714287,0.1111111111111111,0.0
0.1691416535018431,0.23809523809523808,0.125,0,0.2717928126882152,0.012884753042233354,39,0.10714285714285714,0.18571428571428567,0.1111111111111111,0.0
0.27187993680884676,0.3095238095238095,0.30000000000000004,1,0.7486448504316402,0.10522548317823907,40,0.17857142857142855,0.657142857142857,0.4444444444444444,1.0
0.1509215376513955,0.7619047619047619,0.1,0,0.31676370206785787,0.15318539727988548,41,0.25,0.3428571428571428,0.7777777777777777,0.0
0.45308056872037916,0.49999999999999994,0.47500000000000003,0,0.3552700260991769,0.7372942018611309,42,0.0,0.2571428571428572,0.0,0.0
0.07461822011585045,0.4047619047619047,0.15000000000000002,0,0.5775948604697851,0.5060844667143879,43,0.5357142857142857,0.7714285714285714,0.0,0.0
0.2904160084254871,0.3333333333333333,0.25,0,0.2729170849227063,0.19828203292770222,44,0.14285714285714285,0.2571428571428572,0.1111111111111111,0.0
0.07203791469194315,0.19047619047619052,0.025,0,0.6937964264203975,0.8790264853256978,45,0.7142857142857143,0.10000000000000003,0.1111111111111111,1.0
0.16550816219062667,0.28571428571428564,0.275,0,0.5515358361774744,0.13314244810307801,46,0.03571428571428571,0.9857142857142855,0.1111111111111111,0.0
0.44849921011058447,0.4761904761904761,0.25,0,0.2687412166231681,0.0816034359341446,49,0.7857142857142857,0.2,0.0,0.0
0.12838335966298053,0.07142857142857145,0.07500000000000001,0,0.8974101586026902,0.8883321403006442,50,0.75,0.2714285714285714,0.1111111111111111,0.0
0.4850974196945761,0.4047619047619047,0.42500000000000004,0,0.6735595261995583,0.6070150322118826,51,0.2142857142857143,0.4142857142857143,0.3333333333333333,0.0
0.28372827804107426,0.19047619047619052,0.15000000000000002,0,0.9906846014856455,0.9856836077308518,54,0.0,0.7714285714285714,0.1111111111111111,0.0
0.1428646656134808,0.3095238095238095,0.17500000000000002,1,0.7623770327243525,0.301360057265569,55,0.03571428571428571,0.9142857142857141,0.6666666666666666,1.0
0.07166929963138494,0.3333333333333333,0.2,0,0.0747641035936559,0.6871868289191123,57,0.03571428571428571,0.6428571428571428,0.1111111111111111,0.0
0.23101632438125333,0.3333333333333333,0.25,0,0.7873519373619755,0.591982820329277,58,0.3214285714285714,0.35714285714285715,0.1111111111111111,0.0
0.09262769878883623,0.380952380952381,0.35000000000000003,0,0.2538446095161614,0.8596993557623478,59,0.03571428571428571,0.45714285714285713,0.3333333333333333,0.0
0.5723538704581359,0.35714285714285715,0.30000000000000004,0,0.8540453724151776,0.3228346456692913,60,0.14285714285714285,0.6285714285714286,0.6666666666666666,0.0
0.21384939441811482,0.6904761904761905,0.5,0,0.21260791005822124,0.630637079455977,61,0.03571428571428571,0.49999999999999994,0.5555555555555556,0.0
0.14870984728804634,0.28571428571428564,0.17500000000000002,0,0.8946396305962658,0.5862562634216177,63,0.0,0.11428571428571427,0.3333333333333333,0.0
0.12306477093206952,0.9523809523809523,0.225,1,0.39265207789600476,0.7465998568360772,64,0.2857142857142857,0.6428571428571428,0.4444444444444444,0.0
0.5055292259083728,0.4523809523809524,0.42500000000000004,0,0.5150772937161212,0.37437365783822474,65,0.0,0.2285714285714286,0.5555555555555556,1.0
0.06735123749341759,0.4761904761904761,0.05,0,0.16964464966874118,0.9148174659985683,68,0.2857142857142857,0.6428571428571428,0.1111111111111111,0.0
0.22838335966298054,0.5952380952380951,0.17500000000000002,0,0.29692832764505117,0.9090909090909091,69,0.2857142857142857,0.7857142857142856,0.8888888888888888,1.0
0.6444444444444445,0.8095238095238095,0.6000000000000001,1,0.3066452519574383,0.15748031496062992,71,0.9642857142857143,0.4142857142857143,0.2222222222222222,0.0
0.23407056345444974,0.6190476190476188,0.225,1,0.07689219032322828,0.9921259842519684,73,0.0,0.6428571428571428,0.5555555555555556,0.0
0.061506055818852025,0.976190476190476,0.17500000000000002,0,0.25545071270829145,0.028632784538296346,74,0.07142857142857142,0.5714285714285714,0.3333333333333333,0.0
0.22411795681937866,0.5714285714285714,0.275,0,0.5759887572776551,0.5898353614889047,77,0.7142857142857143,0.08571428571428569,0.2222222222222222,0.0
0.19989468141126912,0.6428571428571428,0.225,0,0.565468781369203,0.32856120257695065,78,0.03571428571428571,0.4428571428571429,0.0,0.0
0.08867825171142707,0.07142857142857145,0.025,0,0.272073880746838,0.9484609878310665,81,0.6071428571428571,0.49999999999999994,0.1111111111111111,1.0
0.09531332280147448,0.11904761904761901,0.125,0,0.25898413973097767,0.560486757337151,82,0.10714285714285714,0.39999999999999997,0.2222222222222222,0.0
0.25966298051606107,0.857142857142857,0.4,0,0.5989560329251155,0.748031496062992,84,0.07142857142857142,0.31428571428571433,0.2222222222222222,0.0
0.12464454976303319,0.5476190476190477,0.25,0,0.6733186107207388,0.2913385826771654,85,0.2142857142857143,0.18571428571428567,0.1111111111111111,0.0
0.5182727751448131,0.6428571428571428,0.6000000000000001,1,0.7134711905239911,0.6700071581961345,86,0.6785714285714285,0.9285714285714286,0.2222222222222222,0.0
0.41369141653501845,0.6428571428571428,0.5750000000000001,0,0.5920899417787593,0.6800286327845383,88,0.17857142857142855,0.38571428571428573,0.6666666666666666,0.0
0.4860452869931543,0.8809523809523809,0.6000000000000001,0,0.6423609716924312,0.006442376521116677,93,0.0,0.5714285714285714,0.3333333333333333,0.0
0.44960505529225914,0.380952380952381,0.25,0,0.4810279060429633,0.6921975662133142,95,0.03571428571428571,0.21428571428571425,0.1111111111111111,0.0
0.20489731437598738,0.9285714285714284,0.325,0,0.025175667536639232,0.21689334287759485,97,0.0,0.8999999999999999,0.0,0.0
0.08493944181147975,0.35714285714285715,0.17500000000000002,0,0.4478618751254768,0.0322118826055834,99,0.10714285714285714,0.24285714285714283,0.6666666666666666,0.0
0.06872037914691945,0.3333333333333333,0.1,0,0.2832362979321421,0.14173228346456693,100,0.0,0.4428571428571429,0.0,0.0
0.0850974196945761,0.07142857142857145,0.05,0,0.9321019875527002,0.1066571224051539,101,0.3214285714285714,0.21428571428571425,0.1111111111111111,1.0
0.0706687730384413,0.380952380952381,0.07500000000000001,0,0.4079100582212407,0.1388690050107373,102,0.17857142857142855,0.04285714285714287,0.0,1.0
0.4724591890468668,0.21428571428571425,0.17500000000000002,0,0.434531218630797,0.8160343593414459,104,0.6785714285714285,0.857142857142857,0.1111111111111111,0.0
0.09120589784096894,0.42857142857142855,0.17500000000000002,0,0.19156795824131698,0.583392984967788,106,0.17857142857142855,0.42857142857142855,0.1111111111111111,0.0
0.9760926803580833,0.5476190476190477,0.5750000000000001,0,0.569604497088938,0.9005010737294201,107,0.39285714285714285,0.2714285714285714,0.1111111111111111,1.0
0.35365982095839915,0.35714285714285715,0.375,0,0.1301345111423409,0.8546886184681459,109,0.17857142857142855,0.0,0.3333333333333333,0.0
0.04713006845708268,0.0,0.0,0,0.46022886970487853,0.10379384395132427,110,0.25,0.7142857142857142,0.1111111111111111,1.0
0.06687730384412849,0.21428571428571425,0.17500000000000002,0,0.38895804055410554,0.5669291338582677,111,0.2857142857142857,0.9857142857142855,0.1111111111111111,0.0
0.19831490258030546,0.09523809523809518,0.1,0,0.6846817908050592,0.807444523979957,112,0.0,0.04285714285714287,0.6666666666666666,0.0
0.07514481305950502,0.35714285714285715,0.2,1,0.805259987954226,0.5089477451682176,113,0.4642857142857143,0.39999999999999997,0.5555555555555556,1.0
0.18504476040021064,0.5714285714285714,0.17500000000000002,0,0.0920297129090544,0.9062276306370793,114,0.9642857142857143,0.8285714285714285,0.0,0.0
0.09010005265929438,0.2619047619047619,0.25,0,0.677173258381851,0.5039370078740157,115,0.0,0.657142857142857,0.1111111111111111,0.0
0.22927856766719326,0.4047619047619047,0.25,0,0.3514153784380646,0.5118110236220472,117,0.0,0.42857142857142855,0.0,0.0
0.4120589784096893,0.4523809523809524,0.225,0,0.9063240313190122,0.028632784538296346,119,0.2857142857142857,0.5571428571428572,0.1111111111111111,0.0
0.9918904686677198,0.8095238095238095,0.8250000000000001,0,0.9537040754868501,0.11739441660701502,121,0.03571428571428571,0.38571428571428573,0.1111111111111111,1.0
